Monthly Budget,Food,Electronics,Online Shopping,Monthly Bill,Groceries,Transport,Housing,Miscellaneous,Saving Goal
49078,6475,3807,2432,3145,3557,2779,4842,2336,19701
83832,7542,8708,5141,11735,8606,3538,16848,2497,19214
56293,6390,4772,2533,6834,3860,3596,11354,2890,14059
83781,8483,2420,4947,6047,4389,3728,14121,1764,37878
65403,3799,3640,3207,8053,6560,2794,12750,1960,22637
34124,6434,2028,2813,4752,4619,3247,6595,1803,1829
48919,3978,2089,2558,4640,4492,2108,3951,1890,23208
40247,4398,1972,3123,5429,5752,2005,10612,645,6307
99758,9937,4881,7484,15187,18043,11197,15987,7220,9818
96747,8173,6245,6249,4898,12081,4325,11626,4868,38278
67752,4397,6676,4199,7231,8943,4848,8891,3918,18646
61573,6550,5889,2319,4931,8730,4641,12326,1087,15097
64101,8996,5130,2687,6481,8768,4021,13809,3804,10402
31646,4570,2137,2412,4112,2092,1725,4030,1185,9378
28049,4736,2541,1423,2249,2538,1475,7805,413,4865
84605,4297,5401,4623,7321,4094,3393,13447,3469,38555
73385,8110,3580,4675,7885,15116,5076,16025,2006,10776
45158,3776,3183,1893,2056,4086,2130,6749,1052,20228
70417,5278,5209,4381,6647,8288,4438,14076,850,21247
28289,1723,1301,1075,2027,2443,1818,4440,730,11961
14823,1873,411,887,1757,1213,915,1799,469,5496
65160,4309,2748,4935,5414,4394,2245,10419,3917,23686
46975,7271,3516,2849,3518,6375,1580,9947,2710,9205
14540,1377,1750,1139,1120,2436,753,3128,575,2257
21364,3936,1337,808,1994,2905,1983,4579,724,3095
9611,1063,514,450,499,523,626,1589,158,4187
32663,3718,2861,882,2631,1898,2143,3933,900,13692
56991,5103,3426,3377,7351,6275,3227,10101,3979,14148
62679,13933,3353,7161,5522,7132,5492,11515,1699,6868
35977,6299,2387,2526,3198,5310,2480,4815,971,7987
99704,12008,8430,6471,11707,6729,5569,11260,4754,32773
54115,6500,4666,3482,5492,5831,3948,8148,2273,13771
96007,11188,5146,3178,7565,8505,4094,15696,2126,38506
93223,3913,7531,4234,7922,6334,4552,8934,3288,46511
65890,9496,6964,5455,9006,5915,5599,13242,1247,8961
71387,11279,2480,2671,8969,10214,3302,10423,3711,18335
23071,2198,2074,1689,2881,2077,1854,3879,787,5628
64275,5494,2420,4765,6088,9443,4597,15807,3637,12020
77369,11598,9291,3175,6924,8036,7762,15944,3871,10765
16938,3082,1023,1280,1972,2805,1543,3385,497,1347
40195,2154,2738,1588,4047,2347,1888,6111,1263,18055
96680,9855,6733,5558,7796,14049,5741,21586,2259,23099
9000,721,1008,708,1038,980,649,1219,213,2462
75588,8097,3137,4368,6404,3807,1832,10976,1995,34968
98610,5993,7610,6721,9168,5522,7886,13602,2725,39378
43304,7224,2827,4100,4209,7295,2081,8433,2423,4708
74449,7717,8353,6273,6633,5292,3453,11090,2969,22665
87986,12019,7999,6760,5299,9846,6960,14773,2417,21909
94643,13228,3906,2775,6498,8938,3100,15427,2083,38684
25764,1661,2599,1292,1442,2044,905,4875,1257,9684
91027,7956,5059,2443,10207,6243,6372,18779,1133,32831
43494,7016,3957,2694,6285,3394,2011,7279,2015,8839
8373,564,594,524,717,691,218,1423,188,3451
17161,2079,776,1016,2887,2648,1056,4704,729,1262
97658,15528,11355,6676,10006,13554,8132,16280,4226,11897
32350,5585,1908,2148,2317,3680,1464,7088,1652,6503
98008,15892,5899,4964,7605,16758,8985,23753,5861,8287
99297,11673,13323,5540,11372,7865,6715,21819,5521,15465
30351,2658,2298,1422,3146,2967,1127,2992,882,12855
93668,5916,2781,3037,10774,5961,2842,15163,2539,44652
20305,3620,969,1556,2362,1978,2112,3091,815,3798
80353,13444,8301,5196,8171,10984,5390,13612,1669,13582
81797,13807,3073,5116,8378,10995,3085,19697,3251,14392
70953,6029,10739,3632,9399,8918,4000,13228,2589,12414
62458,9454,7176,4528,8630,9726,4038,11678,3091,4132
25358,1571,1103,604,2311,1832,1148,4252,689,11845
8267,921,572,757,1193,1253,373,1466,521,1208
87745,14708,7209,4825,11299,5936,4451,15208,3135,20971
94588,10425,7844,10216,12478,8475,9669,24826,5510,5141
43513,4108,3022,2168,4376,3906,1655,4083,1216,18975
31092,3025,2571,1658,2708,2537,657,5170,979,11784
16338,2058,974,576,1160,1300,392,1805,292,7777
5412,637,292,181,417,480,234,893,101,2174
12543,2074,663,720,1771,1905,445,2048,515,2397
38496,5636,4043,1432,4536,5417,1840,6968,2402,6218
65692,4710,5240,4864,6084,6759,4210,7252,2660,23910
94084,11749,9697,5629,9123,13578,6222,14210,3752,20119
97920,10893,2804,7725,11720,11936,5099,15798,2096,29845
49425,8052,6315,4309,6093,4758,3752,10774,2758,2610
43756,6662,3028,1745,5499,5788,3874,10921,2829,3406
23888,2542,2298,1650,3301,2667,936,3015,526,6949
40735,3690,3952,1858,5739,2898,1622,6538,2022,12413
52295,3911,4319,2176,6545,5210,1818,7025,988,20298
88042,16263,7439,5153,7479,7521,9786,18497,6270,9630
90999,11932,7358,7376,8674,6653,5611,14109,3717,25564
22955,4100,967,1726,2616,4092,1023,4677,594,3156
42841,6389,6015,4281,4834,4316,2638,9590,837,3938
75640,6952,2960,3560,10775,8518,5587,16085,3445,17754
70510,11930,5185,4844,11057,7032,2504,16003,3242,8708
39911,7095,1825,2367,4729,5105,3414,7474,1919,5978
64031,8715,8006,3744,5480,6167,6436,10457,2671,12351
93726,15414,9187,5177,7070,11551,3856,21048,4793,15626
12357,1448,1273,753,1374,1907,568,3182,745,1104
37479,7173,4547,3461,3163,4668,1498,6706,2869,3390
66476,11619,7665,3140,8326,6652,2649,15249,2068,9104
49811,8425,2477,5195,6780,5917,3960,11340,2092,3623
41208,4733,3481,1459,5489,2689,1272,7427,977,13677
25150,3178,2258,1625,2130,2621,1535,6414,877,4509
76180,12222,2922,3129,8329,5405,5367,20928,4476,13398
48286,7499,2548,1660,7276,5578,4470,7906,1716,9628
73450,7492,3188,5033,6055,8038,3447,12798,1816,25579
26352,2792,755,1626,1352,2269,797,4024,1092,11641
60069,4231,3659,4235,4136,6779,2798,9993,712,23522
19397,2605,485,1224,1992,938,1051,2989,790,7320
46555,6072,3127,3064,4976,5384,1439,9202,811,12475
51959,4913,2297,3224,6504,4434,2056,8528,1179,18820
5728,613,268,389,340,711,431,1120,141,1711
55517,4365,7442,3552,8538,4709,2016,13106,3607,8178
71234,5352,6201,5205,9803,11951,3224,14664,4583,10248
44954,4466,2686,3796,4011,5804,3996,9781,2168,8243
52280,5481,3219,1346,5669,2484,1385,7383,1270,24041
84459,12204,3621,6131,8374,11091,2408,12832,2765,25028
21779,2558,738,792,2850,1232,749,3774,801,8281
68932,8123,2090,5369,9007,8248,4697,13406,3790,14196
77936,7422,7927,3336,6169,9602,6141,15128,4011,18195
29466,3060,3671,1912,4172,2923,2522,6034,2030,3138
41939,4527,6223,2101,6029,5546,2285,7429,2441,5329
74896,7746,6056,4257,6339,5658,2100,9531,1574,31629
40270,5751,3822,1358,3791,4069,2090,6000,773,12611
64163,7498,6281,4420,8518,9029,4756,8249,2454,12953
87637,9156,6084,4516,4017,8455,4591,12891,1881,36043
56934,10079,3581,2782,7238,5504,3829,13834,919,9162
69895,3539,1967,4455,4433,6695,4457,8410,1742,34193
37307,5625,3012,1248,2958,5422,1544,8388,1453,7654
59098,7960,4862,3948,7847,4777,2398,12923,2455,11925
65921,10386,9115,4630,5359,5252,6423,10982,1223,12548
10486,1301,955,611,1102,1346,649,2936,481,1100
13335,2222,1441,622,1225,2179,781,2847,679,1333
91900,11272,5930,5384,7094,5334,4564,16704,4217,31397
94112,5996,3743,6928,7257,11392,4311,11638,1075,41767
16130,1596,1072,469,1607,1922,608,1737,572,6544
92508,9403,10245,5427,16025,8454,11083,19415,1954,10499
65566,10765,4865,5828,5836,6834,2467,8311,1282,19375
71703,12039,7587,3076,9889,8921,5401,15772,2022,6992
32192,7245,2066,2792,3634,4405,1393,7108,1282,2265
6062,545,375,319,630,526,410,890,271,2093
89076,6805,7666,4154,8678,11483,3638,15927,4817,25904
94780,8818,10048,9470,9764,15364,10364,18641,4070,8237
26545,3150,2485,2911,2399,4921,1306,6527,1097,1744
26689,2004,830,1279,1997,2019,1234,3295,503,13221
16174,2653,983,1562,2653,2267,1536,2807,683,1027
93461,6626,6232,7278,6593,14097,4894,21704,2665,23368
14348,2058,1138,981,1398,1572,820,2062,342,3975
28714,4216,3288,1299,2940,4014,2759,6470,771,2951
43102,6033,5027,3477,6818,5678,1925,6409,2297,5434
79460,10910,3351,3916,9335,10393,6585,17083,1331,16552
94930,11351,2614,3625,6755,8124,3446,18261,3466,37284
11801,2039,806,994,900,1234,858,1456,229,3282
77267,4764,4286,4754,8538,9193,4862,11576,3248,26043
53136,4600,3284,3617,3179,2631,2163,6409,1037,26213
28625,2712,2565,1108,3658,2451,961,3496,345,11324
87873,10048,9333,7318,7799,10705,3648,14372,3077,21569
77592,10962,3061,5216,5305,4768,6996,17105,4708,19467
82052,8089,7767,6053,8321,7744,5007,8645,3474,26949
49261,5412,1770,3847,5092,2884,2526,8768,1745,17212
6542,609,474,481,816,746,247,1250,114,1801
26677,3733,1887,1816,2756,2766,649,3624,367,9075
51732,10340,5504,1838,5951,3796,4239,13773,3154,3134
55343,5226,2905,4015,6518,3472,4713,12339,2685,13466
44081,3785,3081,2388,6891,6593,1877,9963,1762,7737
67856,12252,6049,5509,8095,7106,5736,13313,2455,7337
98105,19736,5268,9758,9288,12276,4305,22906,5266,9299
93858,9072,3035,3086,7526,8043,7394,21932,3597,30169
24065,2546,1993,1583,2141,1869,1291,4987,776,6873
88460,16318,6779,6989,12859,8173,6859,13692,2271,14517
93092,12836,7869,3992,8323,7260,7557,19290,1578,24383
59693,5845,2645,2663,5252,6144,4114,14338,2482,16206
31962,4282,3488,1109,4374,4198,2813,5586,1704,4402
33295,5258,1309,1081,1907,3334,1337,6181,1450,11434
18807,2010,1407,886,1448,1466,1132,2326,579,7549
47348,5283,2497,2138,4914,3627,2920,4730,2005,19230
31432,4691,2511,1005,3062,2819,1151,5119,977,10093
88285,7948,10814,8614,8229,7123,5355,13644,1815,24740
96792,18086,6484,7892,11861,10457,9741,22850,1922,7496
62854,6604,3287,4320,8834,8499,2459,13463,4101,11283
45262,9505,3883,2567,5897,6979,3168,6868,2229,4162
42080,3523,1765,2359,2060,3470,2492,4325,1728,20354
6324,1312,623,417,539,950,257,1218,303,700
96267,10569,6295,8293,14359,9074,8640,24068,3577,11388
40909,3687,3265,2149,2907,4161,1564,4096,654,18421
94339,5123,5956,2502,9190,9705,3163,10172,3736,44789
24870,2723,587,1653,2317,1738,1262,4479,293,9814
39578,7098,4537,2621,4973,4838,2774,8214,2443,2075
77124,13152,5371,4819,12694,10308,7415,17496,1964,3902
31790,4404,2109,3132,2221,3678,2531,6267,446,6998
30289,2783,2743,2394,3145,6041,2353,6636,722,3468
60129,11485,5790,4892,7757,8451,4607,10008,3632,3503
98714,14084,6794,6748,6418,11734,7303,18568,1512,25550
99246,9839,5697,2626,7769,7029,5675,11617,1911,47080
20485,3329,925,1916,3183,1449,1548,3608,514,4009
49482,5943,4656,2295,5521,2766,2486,8071,545,17195
91188,9379,7945,4458,9400,7218,4350,13995,3115,31323
9748,1563,554,899,1483,833,881,1313,632,1588
91769,9476,6680,4334,4946,10228,5443,15496,3715,31448
14435,2756,1386,1226,1711,1642,586,2683,340,2101
8709,1393,354,720,878,1238,641,2082,485,913
35355,2079,1473,1412,2890,4278,1994,7221,1078,12926
60771,9602,3070,3657,5464,12121,3297,13482,2286,6140
62799,2647,4242,1407,5784,3276,2636,9730,1762,31312
18116,1509,1663,1750,2715,2093,867,4646,467,2401
30470,3415,1511,1085,3068,2290,1872,6155,1400,9670
47344,7818,1961,2298,3395,6986,2215,9548,1989,11131
47918,4437,4389,2813,5610,8288,2328,13823,1105,5121
57224,8246,5583,3487,10345,5960,2523,14654,2845,3578
44298,5876,3233,2432,4009,3061,2062,7726,1266,14628
85219,9237,6869,5109,6694,6302,2458,11319,2028,35198
66629,5742,3244,2335,6672,3992,3815,10863,1385,28577
71040,10379,4526,3703,7508,9129,2052,12392,2363,18983
33016,2898,1494,1801,2687,3158,1904,4922,947,13201
28960,1864,2464,1320,2150,2954,1445,5430,1113,10216
38591,2466,1449,2814,3073,4014,2807,5615,1844,14506
87848,8604,6347,6269,12677,11380,4403,12829,1471,23865
72641,7739,7219,3854,6733,6915,2738,10122,2980,24337
41395,4695,859,2415,3017,3701,1846,6471,1315,17074
27700,4139,1486,1474,2258,3643,1921,5965,465,6344
39620,3893,3051,1525,2606,2241,1820,6191,1939,16350
25559,3003,1177,1024,2543,2416,776,5931,598,8087
98045,12525,7804,12231,10848,8507,7418,19397,7089,12221
98396,16879,8612,8780,16452,15832,5142,15571,5112,6012
66642,11322,4923,3948,6324,5499,3682,13917,2813,14210
81539,7048,3143,6325,9042,9589,4801,13182,4269,24136
26732,1401,2466,1353,1804,1986,1554,3465,1261,11439
96362,14678,3698,5337,9057,14523,9555,22649,6514,10346
35354,3700,2829,2165,2657,3073,1121,4005,1300,14498
18843,1500,504,1036,1974,1236,981,2958,391,8259
76726,12998,6822,5681,9017,8441,4165,15447,5112,9039
22640,2148,780,557,2282,1523,736,4063,739,9808
57528,3791,1796,1456,3272,5512,2862,9135,1157,28542
43413,3907,1498,2804,2333,4497,2776,7165,2058,16370
57638,5010,3182,3572,5864,3991,3988,6637,2153,23236
57736,5522,2547,2356,3626,3471,2538,7827,1124,28722
73866,13153,3151,6027,7903,5015,2958,9299,2536,23819
24087,3948,2790,1727,1995,3176,1027,3467,1412,4541
46430,5865,2132,3360,2665,3364,3033,4987,1199,19820
29504,3241,1775,971,2575,3486,1533,5876,410,9633
12114,1474,510,550,1426,1174,492,2320,391,3773
83859,14515,6257,4861,5951,9338,4900,19690,4578,13764
15975,1116,1216,593,1782,926,1053,2554,497,6235
16023,2695,1668,1595,1838,1438,1634,2676,1086,1389
26447,2506,978,1488,1895,1927,1001,4070,256,12322
95469,15066,5573,5828,7024,10872,9457,18154,4718,18771
28959,3324,3620,3185,3618,2606,2861,6047,581,3113
71203,10537,3283,4929,5763,10924,2451,12451,3127,17734
34703,7508,3056,2962,3104,4710,1773,7456,1732,2398
14337,1356,505,765,1704,967,733,2505,665,5133
51427,5935,2035,1762,4807,5007,1949,5766,701,23461
66529,5584,2367,2867,6750,7694,4261,7937,673,28392
89665,17115,10885,6264,6755,8677,8301,20199,1842,9622
36921,5120,3956,3570,5928,5358,1833,6376,832,3943
38307,4069,2490,2121,3164,3673,2344,3761,743,15937
32355,1386,1091,1086,2972,3241,1350,5040,1111,15074
9835,979,924,372,744,954,651,1919,366,2530
25159,2831,1601,1851,1808,3050,1607,4410,1090,6907
52605,6194,4664,3343,8397,4959,3585,9891,1405,10164
43088,4102,1200,2927,3340,3291,2309,4614,1807,19493
83752,5142,8949,4792,10655,7026,2568,15182,942,28492
60284,10672,4792,4421,5968,5610,4342,9852,3790,10833
62043,9508,6994,4485,6617,7549,2963,9533,2949,11443
40547,2917,1094,1746,4855,4008,2113,4394,1128,18288
87844,16911,6494,8937,14227,10872,5381,15153,4933,4931
32532,5438,1352,2117,4306,2471,2298,6244,1951,6351
39349,5538,4015,2846,3260,3582,1571,5135,1616,11783
50445,7104,4295,5854,5407,6888,2729,10601,1677,5886
10713,1749,1331,517,1017,1188,520,2911,497,979
61178,4246,5225,3327,5197,4589,3936,6471,2680,25503
54407,4403,4041,1485,5924,2887,1435,6947,2663,24618
75340,5313,5380,2161,5496,6089,4414,12398,2395,31689
55990,4751,3484,2639,4152,5067,1250,8471,729,25444
80672,6383,7927,2996,11583,6667,5729,10980,4289,24112
70545,9640,3632,3683,4567,4097,4283,7973,3354,29312
89791,9671,8842,4176,13485,9907,4240,16103,3357,20007
63141,4920,6316,2751,8313,5323,2381,9313,1734,22088
28793,2752,1379,869,1461,2543,1089,3559,886,14251
61570,6911,8527,3329,4841,10766,5335,11051,1475,9332
42892,6001,1508,3830,3294,6208,2188,7357,2832,9670
6015,614,370,412,783,735,362,820,315,1600
66813,7499,4141,8600,7617,9633,3763,13802,1722,7490
32712,4008,1804,1435,5465,3744,2514,8409,2501,2828
13415,1114,1023,767,986,1074,668,1534,566,5679
67292,2904,5141,3283,6173,6375,1565,7665,1240,32943
28833,3926,2575,1175,3418,3576,2032,4363,1074,6692
9158,1386,1214,760,1508,1031,888,1371,177,819
67680,11839,4430,6539,7398,7359,3727,19559,1436,5388
25309,2379,808,1090,1528,1521,1431,4449,683,11416
11970,1874,1100,1020,899,902,698,2171,205,3096
77474,12705,7720,4182,7153,10024,5209,11462,3984,15030
91704,6452,3550,5300,10711,8863,5117,21482,5978,24247
51540,3854,7013,3400,8608,5413,4793,7604,892,9959
25384,1892,1920,1909,3073,3029,1158,5220,324,6855
23017,1635,2410,1083,1531,1445,1652,2745,461,10053
80880,5848,4497,3878,9433,7262,5435,14870,4052,25601
13702,1830,926,865,989,923,543,2017,636,4968
5384,698,593,456,406,605,239,963,269,1152
5404,731,413,302,552,262,313,559,201,2066
45943,3740,2186,1337,6340,4571,2290,8473,924,16079
52926,5708,6670,4180,3985,7721,5101,12638,1426,5493
34189,4460,2706,1427,3336,3027,2168,5861,681,10519
17763,3082,609,1185,2648,2041,1381,3082,791,2940
23384,2214,790,1212,1345,2561,1142,3702,783,9630
65100,9261,5463,5407,6256,5890,3050,12426,1610,15732
14860,1373,608,680,1074,1148,706,1593,280,7394
85642,12765,10166,7457,14389,9203,3786,15133,4892,7846
55612,4408,1981,3321,4779,4820,2717,9877,1397,22309
28574,4022,2221,1322,1876,1805,1240,5599,394,10091
28524,2795,1918,859,2656,1551,1964,5020,481,11277
74172,6561,4272,7327,10313,12047,3104,14904,1666,13973
15916,1961,1280,937,1711,1252,1355,2410,687,4319
9809,935,426,545,623,768,490,1882,129,4006
37201,6082,1590,2762,5006,3961,1208,8832,2004,5752
58330,5673,6160,2575,8916,6895,5567,12480,1211,8849
18456,2254,1611,1110,1888,1889,492,3154,555,5499
61397,6092,2573,3903,7221,7075,2217,11938,2839,17535
43765,5359,3060,3776,6544,4412,3851,8271,740,7747
39816,3945,2636,1555,7265,3391,1950,10230,1509,7331
50106,7926,2968,3387,8024,4340,2724,10437,1525,8770
58932,7837,3038,1522,5298,4700,2364,9459,1305,23406
22100,2124,1884,1275,2539,1739,1321,2801,825,7588
62091,4639,1745,3811,6409,5255,4034,8550,1280,26363
26949,2459,2256,724,2251,2492,851,2477,258,13177
75080,12029,2642,5544,4775,7568,3274,14972,4499,19774
42744,3306,5979,3115,5033,4251,2368,12646,2622,3420
50543,8553,6961,4958,4347,5809,3332,11796,1164,3620
97193,14734,8644,6943,9744,14206,6954,14382,3790,17791
41187,3390,1462,1732,2285,3390,1063,8001,518,19343
12239,1434,1015,626,1794,1035,964,1707,167,3493
19489,1841,1778,1723,2067,2023,1759,4643,292,3358
63017,9035,6256,3336,4496,5891,4705,12007,2817,14470
66877,8473,4953,3382,7010,5394,2006,12222,2075,21358
48125,5183,2800,1354,3249,6258,2571,7965,2196,16546
54922,6753,6649,3269,8349,8139,4971,8559,1680,6550
99074,6124,7627,5221,5644,7888,3266,11615,3173,48512
37049,5241,2907,2498,2917,4521,2767,4741,519,10934
42131,5098,4853,1930,6175,5357,3716,8422,1896,4679
47944,4255,2970,1939,3905,4645,1362,6149,1037,21677
78963,11367,8544,3877,12977,9013,5532,18703,2345,6600
29285,2212,1786,1696,1889,2042,612,4625,993,13426
42626,3078,3171,2235,3086,2179,1591,5543,491,21247
47808,3096,2448,3129,4390,3545,3273,8069,2394,17459
93464,5420,6174,5497,4946,7028,6680,16887,3751,37077
58871,9429,5216,5150,4616,7267,5299,8195,1816,11879
24198,1531,1029,1534,1406,1796,574,3812,1051,11462
24758,1768,1630,847,3540,3042,2269,3944,575,7139
20254,2202,1394,1252,1782,1756,1122,2614,442,7687
49238,2716,2853,2845,2678,2209,2840,8271,1884,22937
6252,551,177,216,346,339,346,972,244,3056
44764,3466,3630,2763,4994,2596,2042,5439,808,19022
82709,8035,11702,7930,7238,8216,4561,14516,5095,15413
42441,3138,2057,2218,3125,3010,893,6652,762,20581
97234,5769,4557,4038,9990,11823,2933,21220,4556,32345
58682,6004,4301,2571,4675,3154,2557,7236,671,27509
64494,7421,6675,1925,5096,8188,3065,7559,1716,22846
86317,6893,4672,7270,12955,12612,5371,18889,1401,16249
70215,7905,3450,7782,8667,8183,3386,12453,3183,15202
83587,8069,4941,4946,6080,8605,6279,16540,3239,24884
11949,924,1015,679,1009,788,422,1926,337,4845
60393,6226,3090,4964,6168,8570,3826,13083,2801,11661
78553,10300,6322,4114,6465,6212,4696,12758,3262,24420
11941,1909,814,806,1713,1454,363,2112,311,2454
30934,2498,2542,1688,1748,2261,1616,4860,815,12902
28386,3868,1818,1020,3694,3803,1649,4743,405,7381
66886,12716,6007,2956,7423,7836,4606,17063,2622,5653
80745,8202,11067,6963,8039,5991,7547,19618,3244,10070
88251,20017,7269,7133,9936,13177,5673,16497,1706,6839
99456,12983,4818,7171,9067,11322,7026,16591,3154,27319
58413,6650,6594,3150,7776,7647,5296,12516,3065,5715
61800,11915,3664,2169,9389,9797,5306,11046,2247,6264
47318,2952,3383,2225,3830,4385,1628,5121,1387,22403
75173,6160,2625,4832,7040,7303,2703,8674,2554,33278
75390,12650,3315,5238,5221,6511,4848,14380,4117,19106
57329,4401,4361,2786,5588,2368,1788,6295,1439,28298
48088,5524,4358,3403,7824,8214,1835,12972,1546,2408
44811,3129,3638,2749,3615,5551,1797,7720,1987,14621
60479,9794,3242,2104,4039,5461,3750,11302,982,19800
90392,13518,3937,4562,11035,10285,3219,18440,2267,23126
92369,10443,8580,3479,10710,10251,7071,17417,3295,21118
24963,4096,1458,841,2549,2623,1624,4161,1243,6363
60123,7174,5184,3217,7033,9927,2789,9432,1129,14233
97705,7789,2932,3741,12322,6043,7101,19274,1497,37002
78477,13066,5985,8173,7151,13010,7924,12099,2362,8703
19388,3197,2103,999,2108,2017,968,4694,604,2693
10569,1226,1464,618,876,1455,543,2257,739,1387
74836,5975,8021,6916,6456,8637,4261,16977,5010,12580
41586,5434,3189,1905,5000,3725,2762,7217,442,11908
17015,3813,1626,1190,2411,2450,871,2674,274,1702
50002,4654,2658,1918,4490,4199,2601,5630,1813,22034
11254,1158,1201,681,1287,1330,905,2389,229,2068
22144,4067,1183,1123,3060,2754,1564,5023,640,2726
29214,4199,1276,1184,2724,2271,1406,5177,632,10342
85719,11718,11129,7990,5820,13905,5011,21927,2459,5755
76774,12988,2652,3241,11513,5374,2867,10610,2267,25257
11090,1762,474,455,818,1217,573,1435,313,4038
16637,3056,1443,1141,1785,1204,1173,3650,741,2440
27415,5105,3058,1605,3264,3168,2661,5325,1337,1888
29071,4399,2513,1771,2059,2666,2563,5699,1188,6210
63243,10029,4667,5906,4880,10872,2405,14504,4008,5968
